target_id	length	eff_length	est_counts	tpm
FBtr0343613	4404	4222.38	975	27.7112
FBtr0080199	4747	4565.38	0	0
FBtr0091931	549	367.382	0	0
FBtr0074767	1754	1572.38	0	0
FBtr0344072	1586	1404.38	93.3562	7.97749
FBtr0334026	884	702.382	0	0
FBtr0083163	869	687.382	0	0
FBtr0076108	1622	1440.38	992	82.6499
FBtr0086634	2999	2817.38	2.96255	0.126191
FBtr0086635	2048	1866.38	423.624	27.2388
FBtr0345426	2337	2155.38	104.413	5.81351
FBtr0076171	1523	1341.38	16	1.43145
FBtr0080201	1445	1263.38	0	0
FBtr0075490	1393	1211.38	17.2011	1.70405
FBtr0346264	2975	2793.38	0	0
FBtr0346263	1930	1748.38	0	0
FBtr0078343	5407	5225.38	353	8.10709
FBtr0073308	2910	2728.38	0	0
FBtr0073309	3115	2933.38	0	0
FBtr0299870	789	607.382	1898.02	375.013
FBtr0299869	778	596.382	9290.6	1869.51
FBtr0333910	1224	1042.38	30.3833	3.49797
FBtr0342891	2235	2053.38	311.927	18.2302
FBtr0071606	2552	2370.38	142.073	7.19287
FBtr0308949	6640	6458.38	0	0
FBtr0347401	5405	5223.38	0	0
FBtr0347400	5345	5163.38	0	0
FBtr0303440	3621	3439.38	3	0.104676
FBtr0299695	640	458.382	8.08405	2.11646
FBtr0299694	635	453.382	19.4159	5.13928
FBtr0073482	661	479.382	324.619	81.2643
FBtr0343640	761	579.382	17.3815	3.60022
FBtr0072152	823	641.382	109	20.3947
FBtr0307975	4470	4288.38	282.77	7.91313
FBtr0077101	3512	3330.38	257.442	9.2767
FBtr0330128	4538	4356.38	0	0
FBtr0330127	3644	3462.38	0	0
FBtr0307976	4303	4121.38	272.547	7.93609
FBtr0077103	3637	3455.38	0	0
FBtr0077100	4417	4235.38	1078.24	30.5514
FBtr0086565	522	340.382	0	0
FBtr0085625	528	346.382	108	37.4177
FBtr0074296	3613	3431.38	35.9444	1.2571
FBtr0334035	5059	4877.38	118.056	2.90474
FBtr0346474	463	281.382	0	0
FBtr0081578	3103	2921.38	0	0
FBtr0075756	4550	4368.38	1631	44.8065
FBtr0301823	4094	3912.38	2.23569	0.068577
FBtr0343578	3734	3552.38	0	0
FBtr0307277	4097	3915.38	274.947	8.42719
FBtr0301821	3280	3098.38	57.3779	2.22238
FBtr0307278	3335	3153.38	0	0
FBtr0070579	2440	2258.38	0	0
FBtr0301825	3064	2882.38	399.169	16.6193
FBtr0070578	2581	2399.38	0	0
FBtr0301824	2578	2396.38	103.269	5.17156
FBtr0301822	3242	3060.38	0.00163852	6.42515e-05
FBtr0308700	1390	1208.38	179.357	17.8124
FBtr0087373	4683	4501.38	13.8284	0.368668
FBtr0087374	4275	4093.38	1842.9	54.029
FBtr0073690	2572	2390.38	0	0
FBtr0305591	2126	1944.38	3	0.18516
FBtr0078197	1314	1132.38	51	5.40487
FBtr0085394	2792	2610.38	719.98	33.0997
FBtr0078350	2579	2397.38	88.7552	4.44288
FBtr0078348	3826	3644.38	82.9719	2.73222
FBtr0078349	2622	2440.38	0	0
FBtr0330156	2684	2502.38	427.273	20.4908
FBtr0332306	5203	5021.38	1576.86	37.6858
FBtr0332307	5469	5287.38	139.142	3.15809
FBtr0113465	2221	2039.38	36	2.11842
FBtr0114617	3696	3514.38	0	0
FBtr0114618	3561	3379.38	0	0
FBtr0114616	3371	3189.38	2	0.0752543
FBtr0308681	3479	3297.38	0	0
FBtr0333285	3631	3449.38	0	0
FBtr0072889	616	434.382	482	133.163
FBtr0344889	4636	4454.38	0	0
FBtr0112650	4706	4524.38	20.0582	0.532037
FBtr0345379	4913	4731.38	0	0
FBtr0345378	6586	6404.38	0	0
FBtr0073854	1270	1088.38	2	0.220524
FBtr0084953	8892	8710.38	72.7779	1.0027
FBtr0084952	8893	8711.38	541.396	7.45824
FBtr0100113	9737	9555.38	114.913	1.44321
FBtr0330183	9647	9465.38	0	0
FBtr0330182	9737	9555.38	114.913	1.44321
FBtr0307203	1270	1088.38	39	4.30023
FBtr0084780	1832	1650.38	0	0
FBtr0084863	1487	1305.38	85	7.81429
FBtr0082202	661	479.382	0	0
FBtr0332480	3446	3264.38	4	0.147051
FBtr0336959	2938	2756.38	0	0
FBtr0289979	3004	2822.38	0	0
FBtr0336960	3139	2957.38	0	0
FBtr0333370	756	574.382	8.58169	1.793
FBtr0345036	694	512.382	0.0119629	0.00280189
FBtr0076892	724	542.382	14502.4	3208.8
FBtr0070676	1693	1511.38	27	2.14387
FBtr0079829	1134	952.382	0	0
FBtr0074103	2646	2464.38	1	0.0486968
FBtr0082127	720	538.382	11	2.45194
FBtr0300619	621	439.382	5	1.36564
FBtr0300620	555	373.382	0	0
FBtr0087279	999	817.382	326	47.8631
FBtr0079660	1238	1056.38	4	0.454409
FBtr0078126	1660	1478.38	3.09699	0.251398
FBtr0074282	1058	876.382	384	52.5831
FBtr0074066	1945	1763.38	363	24.7041
FBtr0445191	6490	6308.38	0	0
FBtr0088961	2699	2517.38	146.847	7.00043
FBtr0344892	2595	2413.38	76.4374	3.80091
FBtr0336908	2459	2277.38	1822.72	96.0486
FBtr0076040	1391	1209.38	1	0.0992304
FBtr0346545	1502	1320.38	0	0
FBtr0304919	7128	6946.38	7.19087	0.124231
FBtr0302036	6162	5980.38	1.80913	0.0363035
FBtr0304918	8761	8579.38	0	0
FBtr0112625	7200	7018.38	0	0
FBtr0304920	7323	7141.38	0	0
FBtr0344342	7197	7015.38	0	0
FBtr0334163	1643	1461.38	9.58747	0.787315
FBtr0081200	1913	1731.38	6.41253	0.444472
FBtr0330045	2512	2330.38	61.6054	3.17248
FBtr0082987	1415	1233.38	79.3946	7.72506
FBtr0086760	549	367.382	1	0.326656
FBtr0301810	1290	1108.38	245.316	26.561
FBtr0081362	2270	2088.38	158.098	9.08498
FBtr0332969	2184	2002.38	576.91	34.5755
FBtr0070915	1124	942.382	6508.92	828.877
FBtr0070916	1100	918.382	30.9567	4.04519
FBtr0345293	971	789.382	6354.61	966.072
FBtr0343329	1130	948.382	23.9088	3.0254
FBtr0343328	1011	829.382	21872.6	3164.86
FBtr0087936	2100	1918.38	0	0
FBtr0113075	3069	2887.38	8.52461	0.354306
FBtr0085452	4301	4119.38	1131	32.9487
FBtr0082898	1449	1267.38	13	1.23096
FBtr0308314	3235	3053.38	0	0
FBtr0073053	3274	3092.38	0	0
FBtr0073606	484	302.382	2	0.793747
FBtr0080587	1766	1584.38	303	22.9504
FBtr0309281	4433	4251.38	0	0
FBtr0344018	2901	2719.38	365.408	16.1256
FBtr0344019	4042	3860.38	0	0
FBtr0080630	3161	2979.38	114.592	4.61567
FBtr0084834	852	670.382	0	0
FBtr0306541	1378	1196.38	6	0.601852
FBtr0342620	2268	2086.38	0	0
FBtr0079158	2215	2033.38	2	0.118037
FBtr0087828	3184	3002.38	243.257	9.72317
FBtr0333099	2884	2702.38	222.743	9.89156
FBtr0333100	2497	2315.38	0	0
FBtr0083617	1607	1425.38	0	0
FBtr0083618	1563	1381.38	3	0.260625
FBtr0110952	1060	878.382	0	0
FBtr0073202	1947	1765.38	891	60.5685
FBtr0070537	690	508.382	0	0
FBtr0081312	2008	1826.38	0	0
FBtr0344435	816	634.382	2	0.378344
FBtr0087738	988	806.382	63.3214	9.42362
FBtr0074085	1013	831.382	355	51.2432
FBtr0346187	1188	1006.38	0	0
FBtr0086964	1813	1631.38	10.3803	0.763597
FBtr0340144	1721	1539.38	212.62	16.5754
FBtr0070807	3308	3126.38	379.608	14.5714
FBtr0332398	3603	3421.38	46.3916	1.62722
FBtr0070151	6137	5955.38	452.079	9.10987
FBtr0308652	5149	4967.38	392.921	9.49262
FBtr0343833	2112	1930.38	0	0
FBtr0308574	1988	1806.38	3.69357e-05	2.45383e-06
FBtr0308575	2212	2030.38	0	0
FBtr0081104	1971	1789.38	3.99996	0.268263
FBtr0310452	903	721.382	0	0
FBtr0077813	1088	906.382	897	118.765
FBtr0334758	1243	1061.38	0	0
FBtr0302230	1113	931.382	0	0
FBtr0347563	1117	935.382	0	0
FBtr0306903	863	681.382	3	0.528371
FBtr0301374	9430	9248.38	0	0
FBtr0301376	1845	1663.38	0	0
FBtr0302374	5339	5157.38	0	0
FBtr0301377	5989	5807.38	1	0.0206646
FBtr0330233	9043	8861.38	0	0
FBtr0330234	9391	9209.38	0	0
FBtr0302116	2146	1964.38	1	0.0610917
FBtr0301375	1939	1757.38	0	0
FBtr0302117	1908	1726.38	0	0
FBtr0071919	1898	1716.38	0	0
FBtr0091924	543	361.382	6	1.99248
FBtr0081869	2126	1944.38	248	15.3066
FBtr0310047	1800	1618.38	0	0
FBtr0310048	1731	1549.38	0.000271343	2.10169e-05
FBtr0334596	2973	2791.38	0	0
FBtr0334597	4785	4603.38	54.2735	1.41488
FBtr0082624	2919	2737.38	597.726	26.2045
FBtr0339894	3487	3305.38	58.0936	2.10919
FBtr0070038	3000	2818.38	893.906	38.0628
FBtr0080914	3336	3154.38	0	0
FBtr0331621	3251	3069.38	7	0.273688
FBtr0333159	2580	2398.38	0	0
FBtr0074653	2217	2035.38	380.636	22.4426
FBtr0343417	1507	1325.38	0	0
FBtr0343416	3102	2920.38	58.3521	2.39786
FBtr0079525	2051	1869.38	3971.65	254.965
FBtr0082386	3311	3129.38	46.0203	1.76481
FBtr0346638	3243	3061.38	1243.98	48.7645
FBtr0074884	7740	7558.38	1828.99	29.0395
FBtr0304716	1723	1541.38	127.015	9.88899
FBtr0081471	1806	1624.38	777.688	57.4546
FBtr0343870	1926	1744.38	92.9027	6.39138
FBtr0081470	1757	1575.38	702.473	53.5121
FBtr0081197	617	435.382	0	0
FBtr0336818	572	390.382	0	0
FBtr0336817	690	508.382	6	1.41635
FBtr0086652	1454	1272.38	468	44.1404
FBtr0332576	785	603.382	0	0
FBtr0302890	397	215.395	0	0
FBtr0335461	334	152.415	0	0
FBtr0346790	819	637.382	1	0.188282
FBtr0301030	964	782.382	0	0
FBtr0071582	8830	8648.38	7522.66	104.387
FBtr0342870	8821	8639.38	101.335	1.40762
FBtr0334992	1631	1449.38	118.189	9.78593
FBtr0074217	1666	1484.38	2814.43	227.537
FBtr0334990	1621	1439.38	40.8118	3.40265
FBtr0334991	1534	1352.38	109.572	9.72314
FBtr0300103	3029	2847.38	0	0
FBtr0334734	2083	1901.38	3	0.189348
FBtr0307337	4255	4073.38	70	2.0623
FBtr0087502	5417	5235.38	475.9	10.9088
FBtr0087501	10289	10107.4	1004.1	11.9219
FBtr0331358	2140	1958.38	135.58	8.30821
FBtr0085691	1620	1438.38	194.42	16.2209
FBtr0070285	457	275.382	0	0
FBtr0113252	3569	3387.38	1605.93	56.8944
FBtr0083899	3493	3311.38	2310.07	83.7191
FBtr0304641	455	273.382	0	0
FBtr0084915	195	22.1122	0	0
FBtr0300026	1116	934.382	0	0
FBtr0335239	7216	7034.38	0	0
FBtr0303867	6633	6451.38	103.899	1.93271
FBtr0112568	2287	2105.38	0.100801	0.0057457
FBtr0072526	929	747.382	343	55.0756
FBtr0072527	926	744.382	0	0
FBtr0303303	631	449.382	0	0
FBtr0347219	1863	1681.38	0	0
FBtr0300628	327	145.415	0	0
FBtr0302050	1572	1390.38	0	0
FBtr0075587	412	230.395	0	0
FBtr0078098	970	788.382	1	0.15222
FBtr0073297	1040	858.382	15.3266	2.14275
FBtr0073296	2022	1840.38	95.1922	6.20728
FBtr0073295	2311	2129.38	26.5719	1.49754
FBtr0073294	2450	2268.38	2.76899	0.146492
FBtr0113140	1906	1724.38	44.707	3.11136
FBtr0308033	2158	1976.38	8.62745	0.523865
FBtr0113141	1255	1073.38	0	0
FBtr0308034	2019	1837.38	114.806	7.49848
FBtr0332562	4490	4308.38	0	0
FBtr0332557	4840	4658.38	0	0
FBtr0332561	4269	4087.38	0	0
FBtr0332560	4888	4706.38	0	0
FBtr0332558	5164	4982.38	4	0.0963454
FBtr0078923	1228	1046.38	8	0.917504
FBtr0088900	3525	3343.38	1057.4	37.9542
FBtr0088901	3831	3649.38	0	0
FBtr0088902	3510	3328.38	0.00795	0.000286643
FBtr0081332	3592	3410.38	710	24.9841
FBtr0072766	1258	1076.38	14	1.56088
FBtr0100573	834	652.382	6	1.10372
FBtr0346137	2926	2744.38	0	0
FBtr0078700	2171	1989.38	2912.25	175.678
FBtr0078701	2269	2087.38	26.7503	1.53792
FBtr0113238	1773	1591.38	57	4.29842
FBtr0081262	1034	852.382	27	3.80135
FBtr0080113	3310	3128.38	958	36.7497
FBtr0077025	1911	1729.38	175	12.1438
FBtr0079211	2078	1896.38	532.838	33.7192
FBtr0079212	1983	1801.38	1.16163	0.0773877
FBtr0086884	2734	2552.38	285.851	13.4401
FBtr0086883	2740	2558.38	390.149	18.3009
FBtr0081807	2154	1972.38	229.659	13.9734
FBtr0334315	2636	2454.38	112.806	5.51567
FBtr0100368	2084	1902.38	179.688	11.3352
FBtr0079467	1214	1032.38	213	24.7598
FBtr0310647	4281	4099.38	153.276	4.48708
FBtr0340190	4254	4072.38	863.346	25.4416
FBtr0073732	5001	4819.38	361.292	8.99654
FBtr0310648	4350	4168.38	29.3568	0.845179
FBtr0073731	3863	3681.38	577.364	18.8212
FBtr0330398	3863	3681.38	577.364	18.8212
FBtr0335194	1423	1241.38	0	0
FBtr0084172	1379	1197.38	851.679	85.3594
FBtr0084173	1618	1436.38	5.32131	0.444587
FBtr0344115	1510	1328.38	0	0
FBtr0071872	729	547.382	0	0
FBtr0340277	2123	1941.38	445	27.5079
FBtr0086881	2460	2278.38	0	0
FBtr0070479	1357	1175.38	608	62.0773
FBtr0343158	2385	2203.38	0	0
FBtr0079290	2072	1890.38	2038	129.379
FBtr0343166	3140	2958.38	0	0
FBtr0301569	2929	2747.38	0	0
FBtr0087414	4722	4540.38	0	0
FBtr0345419	5478	5296.38	0	0
FBtr0087413	4701	4519.38	0	0
FBtr0075941	2664	2482.38	2134.55	103.192
FBtr0075942	2968	2786.38	1010.45	43.5192
FBtr0075943	2355	2173.38	486	26.8354
FBtr0078448	1594	1412.38	178	15.1243
FBtr0114586	4428	4246.38	827.295	23.3803
FBtr0343272	3885	3703.38	224.705	7.28154
FBtr0339497	2509	2327.38	0	0
FBtr0073908	1974	1792.38	2.5	0.167385
FBtr0300705	2174	1992.38	349	21.0214
FBtr0299916	6072	5890.38	0	0
FBtr0305061	6226	6044.38	0	0
FBtr0300245	9435	9253.38	28.7107	0.372349
FBtr0305060	11909	11727.4	14.2208	0.145522
FBtr0300542	5562	5380.38	254.08	5.66716
FBtr0305062	6448	6266.38	0	0
FBtr0336693	9436	9254.38	8.15708	0.105778
FBtr0299915	9679	9497.38	38.9237	0.491834
FBtr0305059	5590	5408.38	63.9078	1.41806
FBtr0345077	2641	2459.38	0	0
FBtr0345079	1823	1641.38	0	0
FBtr0336697	1321	1139.38	55.0349	5.79665
FBtr0302767	1469	1287.38	254.369	23.7118
FBtr0302769	2715	2533.38	0	0
FBtr0345078	1863	1681.38	0	0
FBtr0344190	2601	2419.38	25.2933	1.25461
FBtr0302768	2534	2352.38	531.052	27.0918
FBtr0302770	2755	2573.38	0	0
FBtr0302771	2718	2536.38	0	0
FBtr0302766	1573	1391.38	50.1207	4.32293
FBtr0302772	1931	1749.38	38.1301	2.61572
FBtr0302773	1243	1061.38	0	0
FBtr0088387	1363	1181.38	8.75098	0.888944
FBtr0339425	1228	1046.38	1396.25	160.133
FBtr0100352	3027	2845.38	0	0
FBtr0081325	3154	2972.38	778.001	31.4111
FBtr0100351	3287	3105.38	15.2305	0.588582
FBtr0331244	3024	2842.38	0	0
FBtr0305952	3151	2969.38	121.117	4.89494
FBtr0331243	3148	2966.38	20.6514	0.835468
FBtr0273427	5997	5815.38	0	0
FBtr0273422	8691	8509.38	6.38714	0.0900775
FBtr0273423	3949	3767.38	110.594	3.5229
FBtr0308596	8707	8525.38	0.638413	0.00898661
FBtr0273426	3960	3778.38	11.2851	0.358431
FBtr0273428	4159	3977.38	0	0
FBtr0273425	4221	4039.38	0	0
FBtr0273424	4131	3949.38	23.0953	0.701783
FBtr0071625	1754	1572.38	2	0.152644
FBtr0332123	530	348.382	0	0
FBtr0075574	393	211.395	0	0
FBtr0083711	989	807.382	6	0.891826
FBtr0073461	779	597.382	2	0.401778
FBtr0078946	4568	4386.38	71.0135	1.94287
FBtr0301244	4136	3954.38	98.8776	3.00073
FBtr0336458	4237	4055.38	943.109	27.9086
FBtr0334034	1543	1361.38	0	0
FBtr0074493	1468	1286.38	914	85.2677
FBtr0070974	2522	2340.38	538.893	27.6328
FBtr0091534	674	492.382	0	0
FBtr0080433	2364	2182.38	11.0387	0.607006
FBtr0073633	1250	1068.38	4	0.449305
FBtr0330675	1282	1100.38	0	0
FBtr0077843	1285	1103.38	90	9.78869
FBtr0303251	2855	2673.38	0	0
FBtr0334800	2837	2655.38	0	0
FBtr0088123	811	629.382	0.0452994	0.00863746
FBtr0113401	937	755.382	0	0
FBtr0073373	2928	2746.38	0	0
FBtr0080490	2199	2017.38	67	3.98561
FBtr0087616	17791	17609.4	0	0
FBtr0087620	16907	16725.4	0	0
FBtr0304850	17845	17663.4	0	0
FBtr0273225	17969	17787.4	1.36851e-07	9.233e-10
FBtr0301593	17801	17619.4	0	0
FBtr0273223	17725	17543.4	0	0
FBtr0087621	27842	27660.4	3157.59	13.6995
FBtr0087618	17114	16932.4	9022.35	63.9454
FBtr0304852	17813	17631.4	0	0
FBtr0304848	18016	17834.4	48.4193	0.325813
FBtr0087617	17776	17594.4	795.663	5.42704
FBtr0273224	17731	17549.4	1.58036	0.0108069
FBtr0304849	17803	17621.4	0	0
FBtr0304851	13661	13479.4	5118	45.5658
FBtr0301591	17785	17603.4	0	0
FBtr0301964	16892	16710.4	1105.18	7.937
FBtr0301592	18008	17826.4	1.11534e-06	7.50847e-09
FBtr0273222	17746	17564.4	0	0
FBtr0087619	18014	17832.4	7.14388e-05	4.80765e-07
FBtr0304847	17729	17547.4	0	0
FBtr0304853	17148	16966.4	17.2125	0.121749
FBtr0273226	17948	17766.4	0	0
FBtr0088020	877	695.382	6	1.03547
FBtr0084282	2299	2117.38	53.0713	3.00794
FBtr0308848	1875	1693.38	787.479	55.8074
FBtr0334561	1869	1687.38	143.006	10.1706
FBtr0084283	2186	2004.38	195.951	11.7321
FBtr0084284	1618	1436.38	3.49267	0.291807
FBtr0086316	2572	2390.38	3.03981	0.152611
FBtr0072737	5610	5428.38	444.14	9.81879
FBtr0072736	5382	5200.38	187.097	4.31757
FBtr0072735	5390	5208.38	428.763	9.87921
FBtr0082829	1117	935.382	74.5	9.55818
FBtr0301717	8603	8421.38	376.981	5.3721
FBtr0304053	8528	8346.38	0.0191781	0.000275749
FBtr0075720	3014	2832.38	0	0
FBtr0300289	1247	1065.38	3	0.337928
FBtr0079754	963	781.382	0	0
FBtr0340261	1052	870.382	0	0
FBtr0077670	1714	1532.38	463.396	36.2906
FBtr0111024	4340	4158.38	11.4853	0.331455
FBtr0079026	4364	4182.38	1592.51	45.6949
FBtr0078537	1502	1320.38	84	7.63463
FBtr0310503	1506	1324.38	0	0
FBtr0334767	2335	2153.38	0	0
FBtr0113405	2030	1848.38	0	0
FBtr0075400	828	646.382	0	0
FBtr0075067	1281	1099.38	213	23.2509
FBtr0077588	973	791.382	0	0
FBtr0299814	890	708.382	23	3.89644
FBtr0343052	2374	2192.38	57.9184	3.17036
FBtr0070859	1746	1564.38	114.747	8.80253
FBtr0073366	1142	960.382	0	0
FBtr0074467	817	635.382	58	10.9547
FBtr0072375	1772	1590.38	209	15.7708
FBtr0075331	774	592.382	0	0
FBtr0083411	2070	1888.38	1	0.0635504
FBtr0339173	2442	2260.38	0	0
FBtr0084692	6338	6156.38	677	13.1969
FBtr0075381	1180	998.382	190	22.8384
FBtr0077302	645	463.382	0	0
FBtr0307516	798	616.382	0	0
FBtr0080248	1876	1694.38	185	13.1029
FBtr0080489	4365	4183.38	3470.98	99.571
FBtr0305555	5528	5346.38	28.3428	0.636195
FBtr0082623	1393	1211.38	858	84.9991
FBtr0302511	1489	1307.38	265.396	24.3613
FBtr0088611	2926	2744.38	51.3755	2.24657
FBtr0302512	1941	1759.38	350.427	23.9026
FBtr0075536	735	553.382	192.706	41.7905
FBtr0306854	969	787.382	39.3628	5.99942
FBtr0085538	1180	998.382	66	7.93333
FBtr0334511	7590	7408.38	1083.51	17.5517
FBtr0306257	7578	7396.38	553.677	8.98349
FBtr0334512	8273	8091.38	169.625	2.5158
FBtr0306256	8128	7946.38	1096.35	16.5573
FBtr0334510	8140	7958.38	2042.83	30.8047
FBtr0340071	479	297.382	146	58.9178
FBtr0112384	647	465.382	0	0
FBtr0079773	1021	839.382	0	0
FBtr0086889	2582	2400.38	2.0472	0.10235
FBtr0086057	2226	2044.38	574	33.6944
FBtr0071909	2295	2113.38	0	0
FBtr0305132	2331	2149.38	22	1.22834
FBtr0070930	2963	2781.38	1387.59	59.8699
FBtr0340028	3296	3114.38	37.41	1.44153
FBtr0083127	4176	3994.38	226.572	6.80715
FBtr0083126	4114	3932.38	2338.43	71.3635
FBtr0076016	1491	1309.38	35	3.20782
FBtr0088726	751	569.382	1	0.210768
FBtr0078011	1246	1064.38	511	57.6145
FBtr0075143	1894	1712.38	0	0
FBtr0072832	1822	1640.38	79.9941	5.85223
FBtr0072833	1774	1592.38	146.006	11.0035
FBtr0303152	1777	1595.38	0	0
FBtr0302518	1927	1745.38	0	0
FBtr0344474	4299	4117.38	0	0
FBtr0083532	4514	4332.38	0	0
FBtr0346161	5221	5039.38	0	0
FBtr0072607	1370	1188.38	86.2535	8.71022
FBtr0075275	2790	2608.38	389	17.8973
FBtr0332087	2383	2201.38	0	0
FBtr0075980	2400	2218.38	0	0
FBtr0088124	810	628.382	0.318234	0.0607758
FBtr0300239	1137	955.382	7.48281	0.939931
FBtr0300238	1096	914.382	32.9774	4.3281
FBtr0300237	1176	994.382	0	0
FBtr0078305	1806	1624.38	749.605	55.3799
FBtr0307160	671	489.382	26.3952	6.47269
FBtr0071714	569	387.382	0	0
FBtr0071921	1771	1589.38	2	0.151011
FBtr0334605	1505	1323.38	4.5013	0.408188
FBtr0084336	1211	1029.38	379.499	44.2427
FBtr0075701	1581	1399.38	3	0.257272
FBtr0305078	621	439.382	4	1.09251
FBtr0087949	638	456.382	0	0
FBtr0086540	576	394.382	357.877	108.899
FBtr0086541	654	472.382	140.123	35.5979
FBtr0075679	3761	3579.38	284	9.52178
FBtr0333032	3758	3576.38	0	0
FBtr0083588	1564	1382.38	0	0
FBtr0346323	2494	2312.38	0	0
FBtr0074661	2055	1873.38	192.076	12.3042
FBtr0083991	1951	1769.38	5391	365.642
FBtr0100832	3212	3030.38	1.5	0.0594021
FBtr0112370	940	758.382	0	0
FBtr0112371	492	310.382	0	0
FBtr0112369	882	700.382	0	0
FBtr0070230	3382	3200.38	671	25.1611
FBtr0075709	929	747.382	4	0.642282
FBtr0081177	1708	1526.38	218	17.1396
FBtr0081675	1167	985.382	19	2.31397
FBtr0079256	2643	2461.38	8.0969	0.394773
FBtr0343151	1726	1544.38	65.9196	5.12234
FBtr0077591	1177	995.382	0	0
FBtr0343237	1376	1194.38	0	0
FBtr0080264	1596	1414.38	34	2.88483
FBtr0079561	2552	2370.38	5	0.253139
FBtr0329938	7234	7052.38	0	0
FBtr0330616	7121	6939.38	0	0
FBtr0329872	6559	6377.38	0	0
FBtr0303083	7121	6939.38	0	0
FBtr0329869	7121	6939.38	0	0
FBtr0303081	6608	6426.38	0	0
FBtr0303082	6904	6722.38	0	0
FBtr0303080	6920	6738.38	0	0
FBtr0305946	6314	6132.38	0	0
FBtr0084624	1484	1302.38	0	0
FBtr0433500	1340	1158.38	78	8.08074
FBtr0073505	1432	1250.38	446	42.8056
FBtr0302966	2296	2114.38	2.4268	0.137739
FBtr0071329	3721	3539.38	0	0
FBtr0302965	3640	3458.38	2.5732	0.0892912
FBtr0075615	436	254.395	0	0
FBtr0331409	683	501.382	0	0
FBtr0290225	686	504.382	0	0
FBtr0346535	819	637.382	0	0
FBtr0088160	830	648.382	0	0
FBtr0089214	1788	1606.38	0	0
FBtr0345298	2180	1998.38	42.3277	2.54187
FBtr0309882	1958	1776.38	0	0
FBtr0089210	1979	1797.38	46.5842	3.11033
FBtr0089211	2061	1879.38	127.683	8.15319
FBtr0086297	963	781.382	250.722	38.5067
FBtr0075304	1539	1357.38	0	0
FBtr0305577	1525	1343.38	0	0
FBtr0075306	2251	2069.38	0	0
FBtr0113173	1480	1298.38	0	0
FBtr0075303	2192	2010.38	0	0
FBtr0075301	1357	1175.38	0	0
FBtr0075305	1673	1491.38	0	0
FBtr0075300	1491	1309.38	1	0.091652
FBtr0075302	2069	1887.38	1	0.0635841
FBtr0113174	1614	1432.38	0	0
FBtr0083901	816	634.382	0	0
FBtr0344245	939	757.382	0	0
FBtr0077049	3179	2997.38	18.9511	0.758753
FBtr0345594	4137	3955.38	4.12879	0.125269
FBtr0392900	910	728.382	14.7645	2.43258
FBtr0083323	762	580.382	206.297	42.6567
FBtr0345208	1367	1185.38	0	0
FBtr0332177	1081	899.382	4.93832	0.658935
FBtr0083336	1294	1112.38	0	0
FBtr0333728	1178	996.382	732	88.1644
FBtr0084435	712	530.382	38	8.59811
FBtr0070836	1983	1801.38	5	0.333098
FBtr0072878	636	454.382	224	59.1609
FBtr0333810	4339	4157.38	10.9636	0.316475
FBtr0078792	2017	1835.38	624.916	40.8605
FBtr0309312	2443	2261.38	47.1205	2.5006
FBtr0088195	523	341.382	0	0
FBtr0073519	2057	1875.38	2080.33	133.122
FBtr0073518	2345	2163.38	97.6527	5.417
FBtr0073287	1401	1219.38	161.033	15.8483
FBtr0306092	1295	1113.38	8.96703	0.966524
FBtr0303830	464	282.382	0	0
FBtr0343529	6059	5877.38	1204.8	24.6002
FBtr0301793	6672	6490.38	112.823	2.08611
FBtr0343528	6060	5878.38	0	0
FBtr0301796	6591	6409.38	0.00469213	8.78542e-05
FBtr0070725	5480	5298.38	0	0
FBtr0070724	6568	6386.38	423.368	7.95556
FBtr0301794	6590	6408.38	0.00568133	0.000106392
FBtr0091810	529	347.382	1.61111	0.556578
FBtr0110781	1248	1066.38	14	1.57552
FBtr0303390	593	411.382	1	0.291718
FBtr0342958	1117	935.382	0	0
FBtr0300625	1064	882.382	172.5	23.4607
FBtr0078848	1083	901.382	0	0
FBtr0305965	1020	838.382	0	0
FBtr0086029	1626	1444.38	32891.9	2732.85
FBtr0081873	554	372.382	217.715	70.1631
FBtr0339327	717	535.382	3.28455	0.736242
FBtr0344754	2048	1866.38	15.5532	1.00006
FBtr0333672	2026	1844.38	54.1504	3.52337
FBtr0089186	1688	1506.38	5164.3	411.419
FBtr0334986	1160	978.382	0	0
FBtr0111266	505	323.382	214	79.4157
FBtr0345127	5049	4867.38	6.49838e-05	1.6022e-06
FBtr0340396	5781	5599.38	0	0
FBtr0301451	6009	5827.38	59.7614	1.23071
FBtr0073808	5870	5688.38	1050.38	22.1597
FBtr0301449	5935	5753.38	88.0353	1.83629
FBtr0301450	5243	5061.38	44.7867	1.06191
FBtr0112980	5651	5469.38	2.643	0.0579919
FBtr0304676	1708	1526.38	112.35	8.83321
FBtr0339481	1703	1521.38	59.6499	4.70521
FBtr0088118	3158	2976.38	0	0
FBtr0084390	6575	6393.38	6.00178	0.112657
FBtr0110801	6764	6582.38	0	0
FBtr0333562	2360	2178.38	0	0
FBtr0290260	1796	1614.38	0	0
FBtr0082512	2382	2200.38	7.75037	0.4227
FBtr0083882	1399	1217.38	362.886	35.7727
FBtr0344243	2285	2103.38	26.1142	1.48993
FBtr0077469	1162	980.382	1	0.122409
FBtr0071131	1346	1164.38	73.5399	7.57942
FBtr0331433	1251	1069.38	146.46	16.4359
FBtr0083662	2241	2059.38	7	0.407915
